ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
US1CAHM0005,20081105,PRCP,13,,,N,0700
US1CAHM0005,20081106,PRCP,102,,,N,0640
US1CAHM0005,20081107,PRCP,10,,,N,0640
US1CAHM0005,20081108,PRCP,25,,,N,0645
US1CAHM0005,20081109,PRCP,251,,,N,0700
US1CAHM0005,20081110,PRCP,5,,,N,0640
US1CAHM0005,20081111,PRCP,25,,,N,0700
US1CAHM0005,20081112,PRCP,221,,,N,0640
US1CAHM0005,20081113,PRCP,86,,,N,0700
US1CAHM0005,20081114,PRCP,10,,,N,0700
US1CAHM0005,20081115,PRCP,0,,,N,0700
US1CAHM0005,20081116,PRCP,0,,,N,0700
US1CAHM0005,20081117,PRCP,5,,,N,1100
US1CAHM0005,20081118,PRCP,3,,,N,0640
US1CAHM0005,20081119,PRCP,0,T,,N,0640
US1CAHM0005,20081120,PRCP,84,,,N,0637
US1CAHM0005,20081121,PRCP,23,,,N,0640
US1CAHM0005,20081122,PRCP,10,,,N,0640
US1CAHM0005,20081123,PRCP,23,,,N,0655
US1CAHM0005,20081124,PRCP,3,,,N,0630
US1CAHM0005,20081125,PRCP,0,T,,N,0635
US1CAHM0005,20081126,PRCP,0,,,N,0640
US1CAHM0005,20081127,PRCP,0,T,,N,0650
US1CAHM0005,20081128,PRCP,0,,,N,0640
US1CAHM0005,20081129,PRCP,0,,,N,0650
US1CAHM0005,20081130,PRCP,0,,,N,0650
US1CAHM0005,20081101,SNOW,0,,,N,0640
US1CAHM0005,20081102,SNOW,0,,,N,0700
US1CAHM0005,20081103,SNOW,0,,,N,0642
US1CAHM0005,20081104,SNOW,0,,,N,0644
US1CAHM0005,20081105,SNOW,0,,,N,0700
US1CAHM0005,20081106,SNOW,0,,,N,0640
US1CAHM0005,20081107,SNOW,0,,,N,0640
US1CAHM0005,20081108,SNOW,0,,,N,0645
US1CAHM0005,20081109,SNOW,0,,,N,0700
US1CAHM0005,20081110,SNOW,0,,,N,0640
US1CAHM0005,20081111,SNOW,0,,,N,0700
US1CAHM0005,20081112,SNOW,0,,,N,0640
US1CAHM0005,20081113,SNOW,0,,,N,0700
US1CAHM0005,20081114,SNOW,0,,,N,0700
US1CAHM0005,20081115,SNOW,0,,,N,0700
US1CAHM0005,20081116,SNOW,0,,,N,0700
US1CAHM0005,20081117,SNOW,0,,,N,1100
US1CAHM0005,20081118,SNOW,0,,,N,0640
US1CAHM0005,20081119,SNOW,0,,,N,0640
US1CAHM0005,20081120,SNOW,0,,,N,0637
US1CAHM0005,20081121,SNOW,0,,,N,0640
US1CAHM0005,20081122,SNOW,0,,,N,0640
US1CAHM0005,20081123,SNOW,0,,,N,0655
US1CAHM0005,20081124,SNOW,0,,,N,0630
US1CAHM0005,20081125,SNOW,0,,,N,0635
US1CAHM0005,20081126,SNOW,0,,,N,0640
US1CAHM0005,20081127,SNOW,0,,,N,0650
US1CAHM0005,20081128,SNOW,0,,,N,0640
US1CAHM0005,20081129,SNOW,0,,,N,0650
US1CAHM0005,20081130,SNOW,0,,,N,0650
US1CAHM0005,20081201,PRCP,0,,,N,0633
US1CAHM0005,20081202,PRCP,28,,,N,0640
US1CAHM0005,20081203,PRCP,5,,,N,0640
US1CAHM0005,20081204,PRCP,0,,,N,0638
US1CAHM0005,20081205,PRCP,0,,,N,0630
US1CAHM0005,20081206,PRCP,0,,,N,0635
US1CAHM0005,20081207,PRCP,0,,,N,0655
US1CAHM0005,20081208,PRCP,5,,,N,0630
US1CAHM0005,20081209,PRCP,0,,,N,0630
US1CAHM0005,20081210,PRCP,0,,,N,0635
US1CAHM0005,20081211,PRCP,0,,,N,0630
US1CAHM0005,20081212,PRCP,0,,,N,0630
US1CAHM0005,20081213,PRCP,160,,,N,0700
US1CAHM0005,20081214,PRCP,274,,,N,0700
US1CAHM0005,20081215,PRCP,145,,,N,0630
US1CAHM0005,20081216,PRCP,147,,,N,0630
US1CAHM0005,20081217,PRCP,0,,,N,0630
US1CAHM0005,20081218,PRCP,18,,,N,0630
US1CAHM0005,20081219,PRCP,183,,,N,0630
US1CAHM0005,20081220,PRCP,30,,,N,0630
US1CAHM0005,20081221,PRCP,119,,,N,0654
US1CAHM0005,20081222,PRCP,119,,,N,0640
US1CAHM0005,20081223,PRCP,104,,,N,0640
US1CAHM0005,20081224,PRCP,137,,,N,0642
US1CAHM0005,20081225,PRCP,196,,,N,0700
US1CAHM0005,20081226,PRCP,142,,,N,0635
US1CAHM0005,20081227,PRCP,64,,,N,0700
US1CAHM0005,20081228,PRCP,475,,,N,0700
US1CAHM0005,20081229,PRCP,371,,,N,0640
US1CAHM0005,20081230,PRCP,168,,,N,0635
US1CAHM0005,20081231,PRCP,76,,,N,0640
US1CAHM0005,20081201,SNOW,0,,,N,0633
US1CAHM0005,20081202,SNOW,0,,,N,0640
US1CAHM0005,20081203,SNOW,0,,,N,0640
US1CAHM0005,20081204,SNOW,0,,,N,0638
US1CAHM0005,20081205,SNOW,0,,,N,0630
US1CAHM0005,20081206,SNOW,0,,,N,0635
US1CAHM0005,20081207,SNOW,0,,,N,0655
US1CAHM0005,20081208,SNOW,0,,,N,0630
US1CAHM0005,20081209,SNOW,0,,,N,0630
US1CAHM0005,20081210,SNOW,0,,,N,0635
US1CAHM0005,20081211,SNOW,0,,,N,0630
US1CAHM0005,20081212,SNOW,0,,,N,0630
US1CAHM0005,20081213,SNOW,0,,,N,0700
US1CAHM0005,20081214,SNOW,0,,,N,0700
US1CAHM0005,20081215,SNOW,0,,,N,0630
US1CAHM0005,20081217,SNOW,0,,,N,0630
US1CAHM0005,20081214,SNWD,0,,,N,0700
US1CAHM0005,20090101,PRCP,13,,,N,0700
US1CAHM0005,20090102,PRCP,264,,,N,0635
US1CAHM0005,20090103,PRCP,8,,,N,0630
US1CAHM0005,20090104,PRCP,0,,,N,0700
US1CAHM0005,20090105,PRCP,84,,,N,0640
US1CAHM0005,20090106,PRCP,86,,,N,0638
US1CAHM0005,20090107,PRCP,58,,,N,0638
US1CAHM0005,20090108,PRCP,79,,,N,0638
US1CAHM0005,20090109,PRCP,23,,,N,0630
US1CAHM0005,20090110,PRCP,0,,,N,0700
US1CAHM0005,20090111,PRCP,0,,,N,0700
US1CAHM0005,20090112,PRCP,0,,,N,0625
US1CAHM0005,20090113,PRCP,0,,,N,0625
US1CAHM0005,20090114,PRCP,0,,,N,0630
US1CAHM0005,20090115,PRCP,0,,,N,0630
US1CAHM0005,20090116,PRCP,0,,,N,0620
US1CAHM0005,20090117,PRCP,0,,,N,0700
US1CAHM0005,20090118,PRCP,0,,,N,0700
US1CAHM0005,20090119,PRCP,0,,,N,0700
US1CAHM0005,20090120,PRCP,0,,,N,0635
US1CAHM0005,20090121,PRCP,0,,,N,0625
US1CAHM0005,20090122,PRCP,25,,,N,0625
US1CAHM0005,20090123,PRCP,10,,,N,0624
US1CAHM0005,20090124,PRCP,3,,,N,0700
US1CAHM0005,20090125,PRCP,46,,,N,0700
US1CAHM0005,20090126,PRCP,66,,,N,0634
US1CAHM0005,20090127,PRCP,3,,,N,0630
US1CAHM0005,20090128,PRCP,15,,,N,0635
US1CAHM0005,20090129,PRCP,8,,,N,0630
US1CAHM0005,20090130,PRCP,0,,,N,0650
US1CAHM0005,20090131,PRCP,0,,,N,0640
US1CAHM0005,20090104,SNOW,0,,,N,0700
US1CAHM0005,20090110,SNOW,0,,,N,0700
US1CAHM0005,20090111,SNOW,0,,,N,0700
US1CAHM0005,20090112,SNOW,0,,,N,0625
US1CAHM0005,20090113,SNOW,0,,,N,0625
US1CAHM0005,20090114,SNOW,0,,,N,0630
US1CAHM0005,20090115,SNOW,0,,,N,0630
US1CAHM0005,20090116,SNOW,0,,,N,0620
US1CAHM0005,20090117,SNOW,0,,,N,0700
US1CAHM0005,20090118,SNOW,0,,,N,0700
US1CAHM0005,20090119,SNOW,0,,,N,0700
US1CAHM0005,20090120,SNOW,0,,,N,0635
US1CAHM0005,20090121,SNOW,0,,,N,0625
US1CAHM0005,20090130,SNOW,0,,,N,0650
US1CAHM0005,20090131,SNOW,0,,,N,0640
US1CAHM0005,20090201,PRCP,0,,,N,0700
US1CAHM0005,20090202,PRCP,0,,,N,0632
US1CAHM0005,20090203,PRCP,0,,,N,0630
US1CAHM0005,20090204,PRCP,0,,,N,0630
US1CAHM0005,20090205,PRCP,0,,,N,0635
US1CAHM0005,20090206,PRCP,102,,,N,0633
US1CAHM0005,20090207,PRCP,38,,,N,0635
US1CAHM0005,20090208,PRCP,3,,,N,0645
US1CAHM0005,20090209,PRCP,69,,,N,0625
US1CAHM0005,20090210,PRCP,8,,,N,0630
US1CAHM0005,20090211,PRCP,117,,,N,0635
US1CAHM0005,20090212,PRCP,259,,,N,0635
US1CAHM0005,20090213,PRCP,175,,,N,0630
US1CAHM0005,20090214,PRCP,279,,,N,0640
US1CAHM0005,20090215,PRCP,46,,,N,0654
US1CAHM0005,20090216,PRCP,5,,,N,0658
US1CAHM0005,20090217,PRCP,38,,,N,0630
US1CAHM0005,20090218,PRCP,5,,,N,0635
US1CAHM0005,20090219,PRCP,0,,,N,0630
US1CAHM0005,20090220,PRCP,0,,,N,0620
US1CAHM0005,20090221,PRCP,0,,,N,0630
US1CAHM0005,20090222,PRCP,53,,,N,0655
US1CAHM0005,20090223,PRCP,99,,,N,0630
US1CAHM0005,20090224,PRCP,157,,,N,0630
US1CAHM0005,20090225,PRCP,3,,,N,0630
US1CAHM0005,20090226,PRCP,160,,,N,0630
US1CAHM0005,20090227,PRCP,81,,,N,0630
US1CAHM0005,20090228,PRCP,3,,,N,0620
US1CAHM0005,20090201,SNOW,0,,,N,0700
US1CAHM0005,20090202,SNOW,0,,,N,0632
US1CAHM0005,20090203,SNOW,0,,,N,0630
US1CAHM0005,20090204,SNOW,0,,,N,0630
US1CAHM0005,20090205,SNOW,0,,,N,0635
US1CAHM0005,20090219,SNOW,0,,,N,0630
US1CAHM0005,20090220,SNOW,0,,,N,0620
US1CAHM0005,20090221,SNOW,0,,,N,0630
US1CAHM0005,20090301,PRCP,5,,,N,0655
US1CAHM0005,20090302,PRCP,109,,,N,0634
US1CAHM0005,20090303,PRCP,109,,,N,0634
US1CAHM0005,20090304,PRCP,132,,,N,0634
US1CAHM0005,20090305,PRCP,25,,,N,0635
US1CAHM0005,20090306,PRCP,69,,,N,0635
US1CAHM0005,20090307,PRCP,10,,,N,0645
US1CAHM0005,20090308,PRCP,0,,,N,0700
US1CAHM0005,20090309,PRCP,53,,,N,0630
US1CAHM0005,20090310,PRCP,0,,,N,0635
US1CAHM0005,20090311,PRCP,0,,,N,0635
US1CAHM0005,20090312,PRCP,0,,,N,0630
US1CAHM0005,20090313,PRCP,0,,,N,0625
US1CAHM0005,20090314,PRCP,0,,,N,0634
US1CAHM0005,20090315,PRCP,81,,,N,0700
US1CAHM0005,20090316,PRCP,569,,,N,0640
US1CAHM0005,20090317,PRCP,122,,,N,0633
US1CAHM0005,20090318,PRCP,0,,,N,0630
US1CAHM0005,20090319,PRCP,0,,,N,0640
US1CAHM0005,20090320,PRCP,0,,,N,0635
US1CAHM0005,20090321,PRCP,0,T,,N,0700
US1CAHM0005,20090322,PRCP,378,,,N,0700
US1CAHM0005,20090323,PRCP,43,,,N,0640
US1CAHM0005,20090324,PRCP,0,,,N,0645
US1CAHM0005,20090325,PRCP,3,,,N,0630
US1CAHM0005,20090326,PRCP,38,,,N,0630
US1CAHM0005,20090327,PRCP,3,,,N,0635
US1CAHM0005,20090328,PRCP,0,,,N,0635
US1CAHM0005,20090329,PRCP,30,,,N,0650
US1CAHM0005,20090330,PRCP,0,,,N,0630
US1CAHM0005,20090331,PRCP,0,,,N,0630
US1CAHM0005,20090308,SNOW,0,,,N,0700
US1CAHM0005,20090310,SNOW,0,,,N,0635
US1CAHM0005,20090311,SNOW,0,,,N,0635
US1CAHM0005,20090312,SNOW,0,,,N,0630
US1CAHM0005,20090313,SNOW,0,,,N,0625
US1CAHM0005,20090314,SNOW,0,,,N,0634
US1CAHM0005,20090318,SNOW,0,,,N,0630
US1CAHM0005,20090319,SNOW,0,,,N,0640
US1CAHM0005,20090320,SNOW,0,,,N,0635
US1CAHM0005,20090324,SNOW,0,,,N,0645
US1CAHM0005,20090328,SNOW,0,,,N,0635
US1CAHM0005,20090330,SNOW,0,,,N,0630
US1CAHM0005,20090331,SNOW,0,,,N,0630
US1CAHM0005,20090401,PRCP,3,,,N,0635
US1CAHM0005,20090402,PRCP,20,,,N,0630
US1CAHM0005,20090403,PRCP,86,,,N,0635
US1CAHM0005,20090404,PRCP,0,,,N,0700
US1CAHM0005,20090405,PRCP,0,,,N,0700
US1CAHM0005,20090406,PRCP,0,,,N,0635
US1CAHM0005,20090407,PRCP,0,,,N,0630
US1CAHM0005,20090408,PRCP,3,,,N,0625
US1CAHM0005,20090409,PRCP,81,,,N,0630
US1CAHM0005,20090410,PRCP,122,,,N,0635
US1CAHM0005,20090411,PRCP,0,T,,N,0630
US1CAHM0005,20090412,PRCP,8,,,N,0700
US1CAHM0005,20090413,PRCP,51,,,N,0640
US1CAHM0005,20090414,PRCP,41,,,N,0620
US1CAHM0005,20090415,PRCP,0,,,N,0630
US1CAHM0005,20090416,PRCP,0,,,N,0615
US1CAHM0005,20090417,PRCP,0,,,N,0630
US1CAHM0005,20090418,PRCP,3,,,N,0645
US1CAHM0005,20090419,PRCP,0,,,N,0700
US1CAHM0005,20090420,PRCP,0,,,N,0625
US1CAHM0005,20090421,PRCP,0,,,N,0615
US1CAHM0005,20090422,PRCP,0,,,N,0630
US1CAHM0005,20090423,PRCP,0,,,N,0630
US1CAHM0005,20090424,PRCP,0,,,N,0630
US1CAHM0005,20090425,PRCP,0,,,N,0630
US1CAHM0005,20090426,PRCP,0,,,N,0700
US1CAHM0005,20090427,PRCP,0,,,N,0640
US1CAHM0005,20090428,PRCP,15,,,N,0630
US1CAHM0005,20090429,PRCP,43,,,N,0635
US1CAHM0005,20090430,PRCP,0,,,N,0635
US1CAHM0005,20090404,SNOW,0,,,N,0700
US1CAHM0005,20090405,SNOW,0,,,N,0700
US1CAHM0005,20090406,SNOW,0,,,N,0635
US1CAHM0005,20090407,SNOW,0,,,N,0630
US1CAHM0005,20090415,SNOW,0,,,N,0630
US1CAHM0005,20090416,SNOW,0,,,N,0615
US1CAHM0005,20090417,SNOW,0,,,N,0630
US1CAHM0005,20090419,SNOW,0,,,N,0700
US1CAHM0005,20090420,SNOW,0,,,N,0625
US1CAHM0005,20090421,SNOW,0,,,N,0615
US1CAHM0005,20090422,SNOW,0,,,N,0630
US1CAHM0005,20090423,SNOW,0,,,N,0630
US1CAHM0005,20090424,SNOW,0,,,N,0630
US1CAHM0005,20090425,SNOW,0,,,N,0630
US1CAHM0005,20090426,SNOW,0,,,N,0700
US1CAHM0005,20090427,SNOW,0,,,N,0640
US1CAHM0005,20090430,SNOW,0,,,N,0635
US1CAHM0005,20090501,PRCP,61,,,N,0630
US1CAHM0005,20090502,PRCP,127,,,N,0630
US1CAHM0005,20090503,PRCP,211,,,N,1700
US1CAHM0005,20090504,PRCP,0,T,,N,0635
US1CAHM0005,20090505,PRCP,485,,,N,0645
US1CAHM0005,20090506,PRCP,13,,,N,0630
US1CAHM0005,20090507,PRCP,23,,,N,0625
US1CAHM0005,20090508,PRCP,0,,,N,0630
US1CAHM0005,20090509,PRCP,0,,,N,0640
US1CAHM0005,20090510,PRCP,0,,,N,0650
US1CAHM0005,20090511,PRCP,0,,,N,0625
US1CAHM0005,20090512,PRCP,0,,,N,0625
US1CAHM0005,20090513,PRCP,0,,,N,0635
US1CAHM0005,20090514,PRCP,8,,,N,0635
US1CAHM0005,20090515,PRCP,79,,,N,0625
US1CAHM0005,20090516,PRCP,5,,,N,0640
US1CAHM0005,20090517,PRCP,0,,,N,0635
US1CAHM0005,20090518,PRCP,3,,,N,0625
US1CAHM0005,20090519,PRCP,8,,,N,0630
US1CAHM0005,20090520,PRCP,3,,,N,0620
US1CAHM0005,20090521,PRCP,0,,,N,0630
US1CAHM0005,20090522,PRCP,0,,,N,0620
US1CAHM0005,20090523,PRCP,0,,,N,0655
US1CAHM0005,20090524,PRCP,3,,,N,0655
US1CAHM0005,20090525,PRCP,0,,,N,0700
US1CAHM0005,20090526,PRCP,0,,,N,0630
US1CAHM0005,20090527,PRCP,0,,,N,0640
US1CAHM0005,20090528,PRCP,0,,,N,0630
US1CAHM0005,20090529,PRCP,0,,,N,0620
US1CAHM0005,20090530,PRCP,0,,,N,0630
US1CAHM0005,20090531,PRCP,3,,,N,0645
US1CAHM0005,20090508,SNOW,0,,,N,0630
US1CAHM0005,20090509,SNOW,0,,,N,0640
US1CAHM0005,20090510,SNOW,0,,,N,0650
US1CAHM0005,20090511,SNOW,0,,,N,0625
US1CAHM0005,20090512,SNOW,0,,,N,0625
US1CAHM0005,20090513,SNOW,0,,,N,0635
US1CAHM0005,20090517,SNOW,0,,,N,0635
US1CAHM0005,20090521,SNOW,0,,,N,0630
US1CAHM0005,20090522,SNOW,0,,,N,0620
US1CAHM0005,20090523,SNOW,0,,,N,0655
US1CAHM0005,20090525,SNOW,0,,,N,0700
US1CAHM0005,20090526,SNOW,0,,,N,0630
US1CAHM0005,20090527,SNOW,0,,,N,0640
US1CAHM0005,20090528,SNOW,0,,,N,0630
US1CAHM0005,20090529,SNOW,0,,,N,0620
US1CAHM0005,20090530,SNOW,0,,,N,0630
US1CAHM0005,20090601,PRCP,0,T,,N,0645
US1CAHM0005,20090602,PRCP,3,,,N,0630
US1CAHM0005,20090603,PRCP,20,,,N,0625
US1CAHM0005,20090604,PRCP,15,,,N,0630
US1CAHM0005,20090605,PRCP,28,,,N,0630
US1CAHM0005,20090606,PRCP,8,,,N,0700
US1CAHM0005,20090607,PRCP,3,,,N,0700
US1CAHM0005,20090608,PRCP,0,,,N,0620
US1CAHM0005,20090609,PRCP,0,,,N,0630
US1CAHM0005,20090610,PRCP,0,,,N,0700
US1CAHM0005,20090611,PRCP,0,,,N,0700
US1CAHM0005,20090612,PRCP,0,,,N,0700
US1CAHM0005,20090613,PRCP,0,,,N,0645
US1CAHM0005,20090614,PRCP,0,,,N,0630
US1CAHM0005,20090615,PRCP,0,,,N,0625
US1CAHM0005,20090616,PRCP,0,T,,N,0625
US1CAHM0005,20090617,PRCP,0,T,,N,0625
US1CAHM0005,20090618,PRCP,0,,,N,0610
US1CAHM0005,20090619,PRCP,0,,,N,0615
US1CAHM0005,20090620,PRCP,0,T,,N,0615
US1CAHM0005,20090621,PRCP,0,,,N,0615
US1CAHM0005,20090622,PRCP,0,,,N,0625
US1CAHM0005,20090623,PRCP,0,,,N,0610
US1CAHM0005,20090624,PRCP,0,,,N,0630
US1CAHM0005,20090625,PRCP,0,,,N,0615
US1CAHM0005,20090626,PRCP,0,,,N,0620
US1CAHM0005,20090627,PRCP,0,,,N,0650
US1CAHM0005,20090628,PRCP,0,,,N,0645
US1CAHM0005,20090629,PRCP,0,,,N,0620
US1CAHM0005,20090630,PRCP,0,,,N,0630
US1CAHM0005,20090608,SNOW,0,,,N,0620
US1CAHM0005,20090609,SNOW,0,,,N,0630
US1CAHM0005,20090610,SNOW,0,,,N,0700
US1CAHM0005,20090611,SNOW,0,,,N,0700
US1CAHM0005,20090612,SNOW,0,,,N,0700
US1CAHM0005,20090613,SNOW,0,,,N,0645
US1CAHM0005,20090614,SNOW,0,,,N,0630
US1CAHM0005,20090615,SNOW,0,,,N,0625
US1CAHM0005,20090618,SNOW,0,,,N,0610
US1CAHM0005,20090619,SNOW,0,,,N,0615
US1CAHM0005,20090621,SNOW,0,,,N,0615
US1CAHM0005,20090622,SNOW,0,,,N,0625
US1CAHM0005,20090623,SNOW,0,,,N,0610
US1CAHM0005,20090624,SNOW,0,,,N,0630
US1CAHM0005,20090625,SNOW,0,,,N,0615
US1CAHM0005,20090626,SNOW,0,,,N,0620
US1CAHM0005,20090627,SNOW,0,,,N,0650
US1CAHM0005,20090628,SNOW,0,,,N,0645
US1CAHM0005,20090629,SNOW,0,,,N,0620
US1CAHM0005,20090630,SNOW,0,,,N,0630
US1CAHM0005,20090701,PRCP,0,,,N,0625
US1CAHM0005,20090702,PRCP,0,,,N,0615
US1CAHM0005,20090703,PRCP,0,,,N,0700
US1CAHM0005,20090704,PRCP,0,,,N,0630
US1CAHM0005,20090705,PRCP,0,T,,N,0650
US1CAHM0005,20090706,PRCP,3,,,N,0630
US1CAHM0005,20090707,PRCP,0,,,N,0615
US1CAHM0005,20090708,PRCP,0,,,N,0630
US1CAHM0005,20090709,PRCP,0,,,N,0615
US1CAHM0005,20090710,PRCP,0,,,N,0615
US1CAHM0005,20090711,PRCP,0,,,N,0630
US1CAHM0005,20090712,PRCP,15,,,N,0700
US1CAHM0005,20090713,PRCP,3,,,N,0700
US1CAHM0005,20090714,PRCP,0,,,N,0615
US1CAHM0005,20090715,PRCP,0,,,N,0620
US1CAHM0005,20090716,PRCP,0,,,N,0630
US1CAHM0005,20090717,PRCP,0,,,N,0620
US1CAHM0005,20090718,PRCP,0,,,N,0700
US1CAHM0005,20090719,PRCP,0,,,N,0655
US1CAHM0005,20090720,PRCP,0,,,N,0615
US1CAHM0005,20090721,PRCP,0,,,N,0615
US1CAHM0005,20090722,PRCP,0,T,,N,0615
US1CAHM0005,20090723,PRCP,0,,,N,0620
US1CAHM0005,20090724,PRCP,0,,,N,0615
US1CAHM0005,20090725,PRCP,0,,,N,0700
US1CAHM0005,20090726,PRCP,0,,,N,0630
US1CAHM0005,20090727,PRCP,0,,,N,0615
US1CAHM0005,20090728,PRCP,0,,,N,0615
US1CAHM0005,20090729,PRCP,0,,,N,0615
US1CAHM0005,20090730,PRCP,0,,,N,0620
US1CAHM0005,20090731,PRCP,0,,,N,0620
US1CAHM0005,20090701,SNOW,0,,,N,0625
US1CAHM0005,20090702,SNOW,0,,,N,0615
US1CAHM0005,20090703,SNOW,0,,,N,0700
US1CAHM0005,20090704,SNOW,0,,,N,0630
US1CAHM0005,20090707,SNOW,0,,,N,0615
US1CAHM0005,20090708,SNOW,0,,,N,0630
US1CAHM0005,20090709,SNOW,0,,,N,0615
US1CAHM0005,20090710,SNOW,0,,,N,0615
US1CAHM0005,20090711,SNOW,0,,,N,0630
US1CAHM0005,20090714,SNOW,0,,,N,0615
US1CAHM0005,20090715,SNOW,0,,,N,0620
US1CAHM0005,20090716,SNOW,0,,,N,0630
US1CAHM0005,20090717,SNOW,0,,,N,0620
US1CAHM0005,20090718,SNOW,0,,,N,0700
US1CAHM0005,20090719,SNOW,0,,,N,0655
US1CAHM0005,20090720,SNOW,0,,,N,0615
US1CAHM0005,20090721,SNOW,0,,,N,0615
US1CAHM0005,20090723,SNOW,0,,,N,0620
US1CAHM0005,20090724,SNOW,0,,,N,0615
US1CAHM0005,20090725,SNOW,0,,,N,0700
US1CAHM0005,20090726,SNOW,0,,,N,0630
US1CAHM0005,20090727,SNOW,0,,,N,0615
US1CAHM0005,20090728,SNOW,0,,,N,0615
US1CAHM0005,20090729,SNOW,0,,,N,0615
US1CAHM0005,20090730,SNOW,0,,,N,0620
US1CAHM0005,20090731,SNOW,0,,,N,0620
US1CAHM0005,20090801,PRCP,0,T,,N,0700
US1CAHM0005,20090802,PRCP,5,,,N,0700
US1CAHM0005,20090803,PRCP,8,,,N,0615
US1CAHM0005,20090804,PRCP,5,,,N,0615
US1CAHM0005,20090805,PRCP,5,,,N,0620
US1CAHM0005,20090806,PRCP,3,,,N,0620
US1CAHM0005,20090807,PRCP,0,T,,N,0615
US1CAHM0005,20090808,PRCP,0,,,N,0630
US1CAHM0005,20090809,PRCP,0,,,N,0600
US1CAHM0005,20090810,PRCP,0,,,N,0700
US1CAHM0005,20090811,PRCP,0,,,N,0700
US1CAHM0005,20090812,PRCP,0,,,N,0700
US1CAHM0005,20090813,PRCP,0,,,N,0700
US1CAHM0005,20090814,PRCP,0,,,N,0700
US1CAHM0005,20090815,PRCP,0,,,N,0700
US1CAHM0005,20090816,PRCP,0,,,N,0625
US1CAHM0005,20090817,PRCP,0,,,N,0700
US1CAHM0005,20090818,PRCP,0,,,N,0650
US1CAHM0005,20090819,PRCP,0,,,N,0700
US1CAHM0005,20090820,PRCP,0,,,N,0700
US1CAHM0005,20090821,PRCP,0,,,N,0700
US1CAHM0005,20090822,PRCP,0,T,,N,0700
