YEAR,MONTH,DAY,PRCP,SNOW,SNWD,TMAX,TMIN,ADPT,AWBT,AWND,EVAP,FMTM,FRGB,FRGT,FRTH,RHAV,RHMN,RHMX,TAVG
2014,3,26,0.0,,,71.96,62.059999999999995,,,12.3035,,,,,,,,,
2014,3,27,0.0,,,71.96,60.980000000000004,,,9.3954,,,,,,,,,
2014,3,28,0.0,,,73.04,59.0,,,7.3821,,,,,,,,,
2014,3,29,0.0,,,78.08,57.92,,,6.711,,,,,,,,,
2014,3,30,0.0,,,73.04,60.08,,,8.0532,,,,,,,,,
2014,3,31,0.0,,,71.06,55.94,,,7.6058,,,,,,,,,
2014,4,1,0.05118110236220473,,,69.08,60.08,,,11.185,,,,,,,,,
2014,4,2,0.07086614173228346,,,68.0,57.02,,,12.5272,,,,,,,,,
2014,4,3,0.0,,,69.08,51.98,,,7.8295,,,,,,,,,
2014,4,4,0.0,,,69.08,53.96,,,5.8162,,,,,,,,,
2014,4,5,0.03937007874015748,,,69.98,57.92,,,2.4607,,,,,,,,,
2014,4,6,0.0,,,75.92,55.04,,,3.8029,,,,,,,,,
2014,4,7,0.0,,,82.94,59.0,,,6.0399,,,,,,,,,
2014,4,8,0.0,,,84.02,60.980000000000004,,,8.276900000000001,,,,,,,,,
2014,4,9,0.0,,,84.91999999999999,60.980000000000004,,,8.0532,,,,,,,,,
2014,4,10,0.0,,,75.92,60.08,,,7.3821,,,,,,,,,
2014,4,11,0.0,,,80.96,60.08,,,6.711,,,,,,,,,
2014,4,12,0.0,,,71.96,62.959999999999994,,,6.2636,,,,,,,,,
2014,4,13,0.0,,,69.98,64.04,,,7.3821,,,,,,,,,
2014,4,14,0.0,,,75.02,62.059999999999995,,,10.7376,,,,,,,,,
2014,4,15,0.0,,,71.96,62.059999999999995,,,8.0532,,,,,,,,,
2014,4,16,0.0,,,71.96,62.959999999999994,,,4.9214,,,,,,,,,
2014,4,17,0.0,,,71.06,64.04,,,6.9347,,,,,,,,,
2014,4,18,0.0,,,73.94,64.94,,,6.4873,,,,,,,,,
2014,4,19,0.0,,,75.02,64.04,,,8.7243,,,,,,,,,
2014,4,20,0.0,,,73.94,62.959999999999994,,,5.3688,,,,,,,,,
2014,4,21,0.0,,,75.02,64.04,,,5.3688,,,,,,,,,
2014,4,22,0.0,,,73.94,62.959999999999994,,,6.9347,,,,,,,,,
2014,4,23,0.0,,,75.02,62.959999999999994,,,6.711,,,,,,,,,
2014,4,24,0.0,,,73.94,60.08,,,6.711,,,,,,,,,
2014,4,25,0.0,,,73.04,64.04,,,12.0798,,,,,,,,,
2014,4,26,0.11811023622047245,,,69.08,59.0,,,15.659,,,,,,,,,
2014,4,27,0.0,,,71.96,62.059999999999995,,,7.8295,,,,,,,,,
2014,4,28,0.0,,,75.02,59.0,,,5.3688,,,,,,,,,
2014,4,29,0.0,,,96.98,62.059999999999995,,,8.0532,,,,,,,,,
2014,4,30,0.0,,,100.94,64.04,,,10.7376,,,,,,,,,
2014,5,1,0.0,,,102.91999999999999,64.04,,,10.513900000000001,,,,,,,,,
2014,5,2,0.0,,,98.96000000000001,64.04,,,4.6977,,,,,,,,,
2014,5,3,0.0,,,91.03999999999999,64.04,,,4.2503,,,,,,,,,
2014,5,4,0.0,,,78.08,64.94,,,5.3688,,,,,,,,,
2014,5,5,0.0,,,71.96,64.04,,,7.8295,,,,,,,,,
2014,5,6,0.0,,,71.06,62.959999999999994,,,12.5272,,,,,,,,,
2014,5,7,0.0,,,69.98,60.08,,,7.1584,,,,,,,,,
2014,5,8,0.0,,,69.98,62.059999999999995,,,6.711,,,,,,,,,
2014,5,9,0.0,,,73.04,60.08,,,6.2636,,,,,,,,,
2014,5,10,0.0,,,71.96,62.959999999999994,,,7.6058,,,,,,,,,
2014,5,11,0.0,,,77.0,62.059999999999995,,,11.4087,,,,,,,,,
2014,5,12,0.0,,,91.94,59.0,,,6.9347,,,,,,,,,
2014,5,13,0.0,,,98.06,62.959999999999994,,,8.276900000000001,,,,,,,,,
2014,5,14,0.0,,,96.08000000000001,64.04,,,8.0532,,,,,,,,,
2014,5,15,0.0,,,100.03999999999999,66.92,,,6.4873,,,,,,,,,
2014,5,16,0.0,,,93.02,64.94,,,4.2503,,,,,,,,,
2014,5,17,0.0,,,73.94,66.02,,,7.3821,,,,,,,,,
2014,5,18,0.0,,,73.04,64.94,,,8.276900000000001,,,,,,,,,
2014,5,19,0.0,,,71.06,64.94,,,9.3954,,,,,,,,,
2014,5,20,0.0,,,73.04,62.959999999999994,,,10.066500000000001,,,,,,,,,
2014,5,21,0.0,,,71.96,62.059999999999995,,,7.6058,,,,,,,,,
2014,5,22,0.0,,,73.04,64.94,,,7.1584,,,,,,,,,
2014,5,23,0.0,,,73.94,64.94,,,7.6058,,,,,,,,,
2014,5,24,0.0,,,69.98,66.02,,,6.4873,,,,,,,,,
2014,5,25,0.0,,,75.02,64.94,,,4.9214,,,,,,,,,
2014,5,26,0.0,,,75.92,64.94,,,5.8162,,,,,,,,,
2014,5,27,0.0,,,75.92,66.92,,,6.2636,,,,,,,,,
2014,5,28,0.0,,,73.94,64.94,,,6.0399,,,,,,,,,
2014,5,29,0.0,,,73.04,66.02,,,8.0532,,,,,,,,,
2014,5,30,0.0,,,75.02,66.02,,,6.711,,,,,,,,,
2014,5,31,0.0,,,75.92,66.02,,,6.2636,,,,,,,,,
2014,6,1,0.0,,,75.92,64.94,,,7.1584,,,,,,,,,
2014,6,2,0.0,,,75.02,66.02,,,8.948,,,,,,,,,
2014,6,3,0.0,,,78.08,66.02,,,10.2902,,,,,,,,,
2014,6,4,0.0,,,77.0,64.94,,,9.1717,,,,,,,,,
2014,6,5,0.0,,,75.02,64.94,,,8.5006,,,,,,,,,
2014,6,6,0.0,,,73.04,64.04,,,8.0532,,,,,,,,,
2014,6,7,0.0,,,73.94,62.959999999999994,,,6.711,,,,,,,,,
2014,6,8,0.0,,,73.94,64.94,,,7.1584,,,,,,,,,
2014,6,9,0.0,,,71.96,66.02,,,5.8162,,,,,,,,,
2014,6,10,0.0,,,73.94,64.94,,,6.4873,,,,,,,,,
2014,6,11,0.0,,,75.92,68.0,,,8.276900000000001,,,,,,,,,
2014,6,12,0.0,,,75.92,64.04,,,8.7243,,,,,,,,,
2014,6,13,0.0,,,75.02,64.94,,,8.0532,,,,,,,,,
2014,6,14,0.0,,,75.92,66.02,,,5.8162,,,,,,,,,
2014,6,15,0.0,,,75.92,64.94,,,4.474,,,,,,,,,
2014,6,16,0.0,,,75.02,64.94,,,6.2636,,,,,,,,,
2014,6,17,0.0,,,75.92,64.94,,,5.8162,,,,,,,,,
2014,6,18,0.0,,,75.92,64.04,,,6.0399,,,,,,,,,
2014,6,19,0.0,,,77.0,62.959999999999994,,,5.8162,,,,,,,,,
2014,6,20,0.0,,,75.92,64.94,,,5.5925,,,,,,,,,
2014,6,21,0.0,,,75.02,66.02,,,5.8162,,,,,,,,,
2014,6,22,0.0,,,75.02,66.02,,,6.711,,,,,,,,,
2014,6,23,0.0,,,75.02,64.94,,,5.8162,,,,,,,,,
2014,6,24,0.0,,,75.92,66.92,,,6.4873,,,,,,,,,
2014,6,25,0.0,,,75.02,66.92,,,6.9347,,,,,,,,,
2014,6,26,0.0,,,77.0,69.08,,,7.3821,,,,,,,,,
2014,6,27,0.0,,,75.02,68.0,,,7.6058,,,,,,,,,
2014,6,28,0.0,,,75.02,66.92,,,6.0399,,,,,,,,,
2014,6,29,0.0,,,75.92,68.0,,,8.5006,,,,,,,,,
2014,6,30,0.0,,,75.02,68.0,,,6.4873,,,,,,,,,
2014,7,1,0.0,,,75.92,69.08,,,6.4873,,,,,,,,,
2014,7,2,0.0,,,77.0,68.0,,,7.6058,,,,,,,,,
2014,7,3,0.0,,,78.98,68.0,,,6.2636,,,,,,,,,
2014,7,4,0.0,,,80.06,69.98,,,4.9214,,,,,,,,,
2014,7,5,0.0,,,84.02,71.06,,,5.3688,,,,,,,,,
2014,7,6,0.0,,,84.91999999999999,73.04,,,7.6058,,,,,,,,,
2014,7,7,0.0,,,82.94,69.98,,,5.8162,,,,,,,,,
2014,7,8,0.0,,,78.98,69.98,,,6.0399,,,,,,,,,
2014,7,9,0.0,,,80.06,69.98,,,5.8162,,,,,,,,,
2014,7,10,0.0,,,80.96,69.98,,,8.0532,,,,,,,,,
2014,7,11,0.0,,,80.96,71.96,,,9.6191,,,,,,,,,
2014,7,12,0.0,,,78.98,71.06,,,8.7243,,,,,,,,,
2014,7,13,0.0,,,78.98,69.08,,,5.8162,,,,,,,,,
2014,7,14,0.0,,,78.98,69.98,,,4.474,,,,,,,,,
2014,7,15,0.0,,,75.92,71.06,,,5.5925,,,,,,,,,
2014,7,16,0.0,,,78.98,71.96,,,8.276900000000001,,,,,,,,,
2014,7,17,0.0,,,80.06,71.06,,,8.948,,,,,,,,,
2014,7,18,0.0,,,80.96,71.96,,,8.948,,,,,,,,,
2014,7,19,0.0,,,78.08,71.06,,,6.4873,,,,,,,,,
2014,7,20,0.0,,,80.96,71.96,,,8.0532,,,,,,,,,
2014,7,21,0.0,,,80.96,71.96,,,12.0798,,,,,,,,,
2014,7,22,0.0,,,80.06,71.96,,,11.4087,,,,,,,,,
2014,7,23,0.0,,,82.94,69.98,,,8.276900000000001,,,,,,,,,
2014,7,24,0.0,,,82.04,69.98,,,6.9347,,,,,,,,,
2014,7,25,0.0,,,80.06,69.08,,,6.711,,,,,,,,,
2014,7,26,0.0,,,80.06,71.06,,,5.5925,,,,,,,,,
2014,7,27,0.0,,,82.04,71.96,,,6.711,,,,,,,,,
2014,7,28,,,,84.02,71.96,,,7.3821,,,,,,,,,
2014,7,29,,,,80.06,71.06,,,8.0532,,,,,,,,,
2014,7,30,,,,80.06,71.06,,,7.3821,,,,,,,,,
2014,7,31,,,,78.98,69.98,,,7.6058,,,,,,,,,
2014,8,1,0.0,,,77.0,69.98,,,6.4873,,,,,,,,,
2014,8,2,0.01968503937007874,,,75.92,69.08,,,6.4873,,,,,,,,,
2014,8,3,0.0,,,75.92,69.98,,,5.1451,,,,,,,,,
2014,8,4,0.0,,,80.96,69.08,,,7.6058,,,,,,,,,
2014,8,5,0.0,,,77.0,68.0,,,8.5006,,,,,,,,,
2014,8,6,0.0,,,75.92,68.0,,,8.948,,,,,,,,,
2014,8,7,0.0,,,75.92,66.02,,,6.2636,,,,,,,,,
2014,8,8,0.0,,,75.92,66.92,,,5.1451,,,,,,,,,
2014,8,9,0.0,,,75.92,69.08,,,6.4873,,,,,,,,,
2014,8,10,0.0,,,78.08,66.02,,,7.1584,,,,,,,,,
2014,8,11,0.0,,,78.08,69.08,,,6.9347,,,,,,,,,
2014,8,12,0.0,,,78.08,71.06,,,7.8295,,,,,,,,,
2014,8,13,0.0,,,77.0,69.08,,,7.8295,,,,,,,,,
2014,8,14,0.0,,,78.08,69.98,,,8.948,,,,,,,,,
2014,8,15,0.0,,,78.98,69.98,,,9.8428,,,,,,,,,
2014,8,16,0.0,,,80.96,69.98,,,10.513900000000001,,,,,,,,,
2014,8,17,0.0,,,78.98,69.98,,,7.6058,,,,,,,,,
2014,8,18,0.0,,,75.92,68.0,,,6.9347,,,,,,,,,
2014,8,19,0.0,,,75.02,68.0,,,6.2636,,,,,,,,,
2014,8,20,0.011811023622047244,,,75.92,69.08,,,5.5925,,,,,,,,,
2014,8,21,0.0,,,78.98,69.98,,,10.066500000000001,,,,,,,,,
2014,8,22,0.0,,,78.08,66.92,,,6.0399,,,,,,,,,
2014,8,23,0.0,,,78.08,64.04,,,5.5925,,,,,,,,,
2014,8,24,0.0,,,77.0,64.04,,,7.1584,,,,,,,,,
2014,8,25,0.0,,,78.98,69.08,,,9.6191,,,,,,,,,
2014,8,26,0.0,,,78.98,68.0,,,9.1717,,,,,,,,,
2014,8,27,0.0,,,82.94,69.08,,,8.0532,,,,,,,,,
2014,8,28,0.0,,,84.91999999999999,68.0,,,8.5006,,,,,,,,,
2014,8,29,0.0,,,78.98,68.0,,,7.8295,,,,,,,,,
2014,8,30,0.0,,,78.08,64.04,,,5.1451,,,,,,,,,
2014,8,31,0.0,,,73.94,66.92,,,7.1584,,,,,,,,,
2014,9,1,0.0,,,73.94,68.0,,,8.948,,,,,,,,,
2014,9,2,0.0,,,77.0,66.92,,,6.9347,,,,,,,,,
2014,9,3,0.0,,,77.0,69.98,,,6.9347,,,,,,,,,
2014,9,4,0.0,,,78.08,69.98,,,8.5006,,,,,,,,,
2014,9,5,0.0,,,77.0,68.0,,,8.5006,,,,,,,,,
2014,9,6,0.0,,,80.06,69.98,,,10.2902,,,,,,,,,
2014,9,7,0.0,,,82.94,71.96,,,6.2636,,,,,,,,,
2014,9,8,0.0,,,89.06,71.06,,,4.2503,,,,,,,,,
2014,9,9,0.0,,,84.91999999999999,69.98,,,6.0399,,,,,,,,,
2014,9,10,0.0,,,80.96,71.06,,,7.6058,,,,,,,,,
2014,9,11,0.0,,,80.96,71.06,,,7.3821,,,,,,,,,
2014,9,12,0.0,,,80.96,71.06,,,8.5006,,,,,,,,,
2014,9,13,0.0,,,82.04,69.98,,,9.6191,,,,,,,,,
2014,9,14,0.0,,,84.02,71.96,,,5.8162,,,,,,,,,
2014,9,15,0.0,,,87.08000000000001,73.04,,,6.711,,,,,,,,,
2014,9,16,0.0,,,96.08000000000001,73.04,,,8.0532,,,,,,,,,
2014,9,17,0.0,,,89.06,73.04,,,8.5006,,,,,,,,,
2014,9,18,0.0,,,78.98,71.06,,,8.0532,,,,,,,,,
2014,9,19,0.0,,,78.08,68.0,,,9.1717,,,,,,,,,
2014,9,20,0.0,,,77.0,66.92,,,5.3688,,,,,,,,,
2014,9,21,0.0,,,78.08,68.0,,,8.7243,,,,,,,,,
2014,9,22,0.0,,,77.0,68.0,,,7.3821,,,,,,,,,
2014,9,23,0.0,,,77.0,66.92,,,8.948,,,,,,,,,
2014,9,24,0.0,,,80.06,69.08,,,9.1717,,,,,,,,,
2014,9,25,0.0,,,84.02,69.98,,,8.948,,,,,,,,,
2014,9,26,0.0,,,77.0,68.0,,,8.0532,,,,,,,,,
2014,9,27,0.0,,,73.94,64.94,,,6.4873,,,,,,,,,
2014,9,28,0.0,,,73.94,64.94,,,7.3821,,,,,,,,,
2014,9,29,0.0,,,75.02,60.980000000000004,,,8.5006,,,,,,,,,
2014,9,30,0.0,,,77.0,62.959999999999994,,,5.5925,,,,,,,,,
2014,10,1,0.0,,,73.94,64.94,,,7.1584,,,,,,,,,
2014,10,2,0.0,,,89.06,62.959999999999994,,,6.4873,,,,,,,,,
2014,10,3,0.0,,,91.94,62.059999999999995,,,5.8162,,,,,,,,,
2014,10,4,0.0,,,87.08000000000001,62.059999999999995,,,3.8029,,,,,,,,,
2014,10,5,0.0,,,86.0,60.08,,,2.4607,,,,,,,,,
2014,10,6,0.0,,,87.08000000000001,62.059999999999995,,,3.5792,,,,,,,,,
2014,10,7,0.0,,,89.96000000000001,68.0,,,4.6977,,,,,,,,,
2014,10,8,0.0,,,78.98,64.94,,,5.8162,,,,,,,,,
2014,10,9,0.0,,,73.94,66.02,,,4.9214,,,,,,,,,
2014,10,10,0.0,,,75.02,64.94,,,6.2636,,,,,,,,,
2014,10,11,0.0,,,75.02,66.02,,,4.9214,,,,,,,,,
2014,10,12,0.0,,,73.94,64.94,,,3.3555,,,,,,,,,
2014,10,13,0.0,,,75.02,62.959999999999994,,,5.3688,,,,,,,,,
2014,10,14,0.0,,,75.02,66.92,,,6.2636,,,,,,,,,
2014,10,15,0.0,,,77.0,64.94,,,6.4873,,,,,,,,,
2014,10,16,0.0,,,75.92,64.94,,,7.1584,,,,,,,,,
2014,10,17,0.0,,,75.02,64.94,,,6.4873,,,,,,,,,
2014,10,18,0.0,,,73.94,66.02,,,6.711,,,,,,,,,
2014,10,19,0.0,,,75.02,66.02,,,5.3688,,,,,,,,,
2014,10,20,0.0,,,73.94,66.02,,,6.2636,,,,,,,,,
2014,10,21,0.0,,,75.02,62.059999999999995,,,4.9214,,,,,,,,,
2014,10,22,0.0,,,78.08,60.980000000000004,,,5.5925,,,,,,,,,
2014,10,23,0.0,,,77.0,60.980000000000004,,,4.474,,,,,,,,,
2014,10,24,0.0,,,84.91999999999999,60.08,,,3.5792,,,,,,,,,
2014,10,25,0.0,,,75.92,62.959999999999994,,,4.6977,,,,,,,,,
2014,10,26,0.0,,,73.04,62.059999999999995,,,4.9214,,,,,,,,,
2014,10,27,0.0,,,73.04,57.92,,,4.9214,,,,,,,,,
2014,10,28,0.0,,,73.94,57.02,,,5.8162,,,,,,,,,
2014,10,29,0.0,,,78.08,57.92,,,4.0266,,,,,,,,,
2014,10,30,0.0,,,73.94,62.959999999999994,,,4.0266,,,,,,,,,
2014,10,31,0.0,,,71.06,64.94,,,6.0399,,,,,,,,,
2014,11,1,0.421259842519685,,,69.98,60.08,,,12.5272,,,,,,,,,
2014,11,2,0.11023622047244094,,,68.0,55.94,,,5.8162,,,,,,,,,
2014,11,3,0.0,,,71.06,53.06,,,6.2636,,,,,,,,,
2014,11,4,0.0,,,75.02,50.0,,,5.8162,,,,,,,,,
2014,11,5,0.0,,,91.03999999999999,53.06,,,5.8162,,,,,,,,,
2014,11,6,0.0,,,87.98,55.04,,,3.8029,,,,,,,,,
2014,11,7,0.0,,,87.08000000000001,55.94,,,4.0266,,,,,,,,,
2014,11,8,0.0,,,84.91999999999999,57.02,,,3.5792,,,,,,,,,
2014,11,9,0.0,,,69.98,59.0,,,4.6977,,,,,,,,,
2014,11,10,0.0,,,69.08,62.059999999999995,,,5.1451,,,,,,,,,
2014,11,11,0.0,,,69.08,64.94,,,4.474,,,,,,,,,
2014,11,12,0.0,,,69.98,62.959999999999994,,,6.711,,,,,,,,,
2014,11,13,0.0,,,69.98,62.959999999999994,,,5.5925,,,,,,,,,
2014,11,14,0.0,,,69.08,59.0,,,3.8029,,,,,,,,,
2014,11,15,0.0,,,69.08,59.0,,,4.2503,,,,,,,,,
2014,11,16,0.0,,,73.04,53.96,,,5.3688,,,,,,,,,
2014,11,17,0.0,,,71.96,50.0,,,4.9214,,,,,,,,,
2014,11,18,0.0,,,75.02,50.0,,,3.1318,,,,,,,,,
2014,11,19,0.0,,,71.06,48.92,,,3.5792,,,,,,,,,
2014,11,20,0.0,,,69.98,50.0,,,5.8162,,,,,,,,,
2014,11,21,0.3700787401574803,,,69.08,55.94,,,7.6058,,,,,,,,,
2014,11,22,0.0,,,71.06,51.98,,,3.5792,,,,,,,,,
2014,11,23,0.0,,,71.06,53.06,,,3.8029,,,,,,,,,
2014,11,24,0.0,,,77.0,48.92,,,4.6977,,,,,,,,,
2014,11,25,0.0,,,77.0,46.94,,,4.6977,,,,,,,,,
2014,11,26,0.0,,,80.06,51.08,,,4.474,,,,,,,,,
2014,11,27,0.0,,,86.0,53.06,,,3.3555,,,,,,,,,
2014,11,28,0.0,,,75.02,51.08,,,2.0133,,,,,,,,,
2014,11,29,0.0,,,,,,,,,,,,,,,,
2014,11,30,0.0,,,,,,,,,,,,,,,,
2014,12,1,0.0,,,69.98,53.96,,,5.3688,,,,,,,,,
2014,12,2,0.3503937007874016,,,68.0,60.08,,,6.4873,,,,,,,,,
2014,12,3,0.03937007874015748,,,66.92,62.059999999999995,,,4.9214,,,,,,,,,
2014,12,4,0.6496062992125985,,,69.08,59.0,,,8.0532,,,,,,,,,
2014,12,5,0.0,,,66.92,57.02,,,3.5792,,,,,,,,,
2014,12,6,0.0,,,69.08,59.0,,,6.0399,,,,,,,,,
2014,12,7,0.0,,,75.02,57.02,,,5.3688,,,,,,,,,
2014,12,8,0.0,,,71.06,57.02,,,4.0266,,,,,,,,,
2014,12,9,0.0,,,73.04,53.06,,,4.0266,,,,,,,,,
2014,12,10,0.0,,,66.92,53.96,,,4.474,,,,,,,,,
2014,12,11,0.0,,,66.92,60.08,,,9.1717,,,,,,,,,
2014,12,12,1.0905511811023623,,,64.94,55.94,,,12.3035,,,,,,,,,
2014,12,13,0.0,,,64.04,51.98,,,6.0399,,,,,,,,,
2014,12,14,0.0,,,62.959999999999994,46.94,,,3.8029,,,,,,,,,
2014,12,15,0.0,,,62.059999999999995,50.0,,,3.1318,,,,,,,,,
2014,12,16,0.4881889763779528,,,60.980000000000004,53.96,,,6.711,,,,,,,,,
2014,12,17,0.42913385826771655,,,64.04,53.96,,,8.5006,,,,,,,,,
2014,12,18,0.0,,,64.04,51.98,,,3.3555,,,,,,,,,
2014,12,19,0.0,,,66.02,50.0,,,4.6977,,,,,,,,,
2014,12,20,0.0,,,64.04,50.0,,,2.9081,,,,,,,,,
2014,12,21,0.0,,,66.02,53.06,,,4.474,,,,,,,,,
2014,12,22,0.0,,,73.04,50.0,,,4.0266,,,,,,,,,
2014,12,23,0.0,,,75.02,51.08,,,2.9081,,,,,,,,,
2014,12,24,0.0,,,73.04,51.08,,,3.1318,,,,,,,,,
2014,12,25,0.011811023622047244,,,66.02,51.08,,,7.3821,,,,,,,,,
2014,12,26,0.0,,,62.959999999999994,44.06,,,4.9214,,,,,,,,,
2014,12,27,0.0,,,60.980000000000004,42.980000000000004,,,4.0266,,,,,,,,,
2014,12,28,0.0,,,60.980000000000004,39.92,,,3.5792,,,,,,,,,
2014,12,29,0.0,,,60.980000000000004,44.06,,,3.3555,,,,,,,,,
